config;replication;tp;fp;micro prec;macro prec;tp (xor);fp (xor);micro prec (xor);macro prec (xor);tp (order);fp (order);micro prec (order);macro prec (order);tp (co-occ);fp (co-occ);micro prec (co-occ);macro prec (co-occ);tp (abs);fp (abs);micro prec (abs);macro prec (abs);tp (abs xor);fp (abs xor);micro prec (abs xor);macro prec (abs xor);tp (abs order);fp (abs order);micro prec (abs order);macro prec (abs order);tp (abs co-occ);fp (abs co-occ);micro prec (abs co-occ);macro prec (abs co-occ);tp (variant);fp (variant);micro prec (variant);macro prec (variant);tp (traces);fp (traces);micro prec (traces);macro prec (traces);runtime (h:mm:ss.ms)
sim_mode:SimMode.EQUAL_filter_heuristics_rank:True;0;931;646;0.5903614457831325;0.9440842665605874;232;30;0.8854961832061069;0.9955273069679849;478;84;0.8505338078291815;0.9800132835620122;221;532;0.29349269588313415;0.9425805786574025;32112;188344;0.1456617193453569;0.9227877210014045;9243;4982;0.6497715289982425;0.994819846520352;16025;31893;0.3344254768562962;0.9764785666251702;6844;151469;0.043230814904650916;0.9366726079108995;67814;1506;0.9782746682054241;0.9980278559542287;86716;75528;0.5344789329651636;0.9579585519573912;0:47:14.857027
sim_mode:SimMode.EQUAL_kb_heuristics:True_filter_heuristics_rank:True;0;931;646;0.5903614457831325;0.9440842665605874;232;30;0.8854961832061069;0.9955273069679849;478;84;0.8505338078291815;0.9800132835620124;221;532;0.29349269588313415;0.9425805786574027;32112;188344;0.1456617193453569;0.9227877210014039;9243;4982;0.6497715289982425;0.994819846520352;16025;31893;0.3344254768562962;0.9764785666251702;6844;151469;0.043230814904650916;0.9366726079108996;67814;1506;0.9782746682054241;0.9980278559542292;86716;75528;0.5344789329651636;0.9579585519573923;0:47:46.772592
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7_filter_heuristics_rank:True;0;1476;1097;0.5736494364554994;0.9240082593333099;309;51;0.8583333333333333;0.9919962335216571;861;131;0.8679435483870968;0.9733256444591191;306;915;0.25061425061425063;0.9090199229171915;47114;327674;0.12570840048240606;0.8855633061888781;10675;9010;0.5422910845821691;0.990972392180743;27307;62604;0.30371144798745425;0.9646824422803821;9132;256060;0.03443542791637757;0.8992611796407028;102191;8279;0.925056576446094;0.9967614989526121;130548;127861;0.5051991223215909;0.9365834719343634;1:19:28.504167
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7_kb_heuristics:True_filter_heuristics_rank:True;0;1476;1097;0.5736494364554994;0.9240082593333099;309;51;0.8583333333333333;0.9919962335216573;861;131;0.8679435483870968;0.9733256444591192;306;915;0.25061425061425063;0.9090199229171916;47114;327674;0.12570840048240606;0.8855633061888778;10675;9010;0.5422910845821691;0.9909723921807431;27307;62604;0.30371144798745425;0.9646824422803822;9132;256060;0.03443542791637757;0.8992611796407034;102191;8279;0.925056576446094;0.9967614989526113;130548;127861;0.5051991223215909;0.9365834719343639;1:20:42.692552
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.5_filter_heuristics_rank:True;0;5626;4953;0.5318082994611967;0.8207681833557204;1089;887;0.5511133603238867;0.900376054376553;3373;1032;0.7657207718501703;0.902371473013838;1164;3034;0.2772748928060981;0.7793222619802778;167847;1615539;0.09411703355302778;0.6921235707916539;29025;242875;0.1067488047076131;0.8881802173719163;103685;497051;0.17259661481915517;0.8191497115466161;35137;875613;0.038580290968981606;0.7470704297265626;274447;12524;0.956357959515073;0.9924328780240399;384380;417828;0.479152538992381;0.8224347168730088;6:09:13.317740
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.5_kb_heuristics:True_filter_heuristics_rank:True;0;5626;4953;0.5318082994611967;0.8207681833557212;1089;887;0.5511133603238867;0.9003760543765531;3373;1032;0.7657207718501703;0.9023714730138384;1164;3034;0.2772748928060981;0.7793222619802774;167847;1615539;0.09411703355302778;0.6921235707916539;29025;242875;0.1067488047076131;0.888180217371916;103685;497051;0.17259661481915517;0.8191497115466154;35137;875613;0.038580290968981606;0.7470704297265626;274447;12524;0.956357959515073;0.992432878024039;384380;417828;0.479152538992381;0.8224347168730105;6:08:48.783815
