config;replication;tp;fp;micro prec;macro prec;tp (xor);fp (xor);micro prec (xor);macro prec (xor);tp (order);fp (order);micro prec (order);macro prec (order);tp (co-occ);fp (co-occ);micro prec (co-occ);macro prec (co-occ);tp (abs);fp (abs);micro prec (abs);macro prec (abs);tp (abs xor);fp (abs xor);micro prec (abs xor);macro prec (abs xor);tp (abs order);fp (abs order);micro prec (abs order);macro prec (abs order);tp (abs co-occ);fp (abs co-occ);micro prec (abs co-occ);macro prec (abs co-occ);tp (variant);fp (variant);micro prec (variant);macro prec (variant);tp (traces);fp (traces);micro prec (traces);macro prec (traces);runtime (h:mm:ss.ms)
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7;0;5109;3480;0.5948305972755851;0.8572967419922752;2646;1604;0.6225882352941177;0.8688989602019154;1771;340;0.8389388915206063;0.9573759755880961;692;1536;0.3105924596050269;0.8611244745878538;154245;992642;0.1344901459341679;0.7676842549615515;70173;413690;0.14502658810448413;0.8459747220110403;63461;148942;0.29877638263113043;0.925642106892177;20611;430010;0.0457391022611019;0.8415734450784531;211521;10238;0.9538327643973864;0.9944269042054399;289800;295481;0.4951467756513538;0.8643984654249186;0:45:29.175266
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7_split_loops:True;0;5079;3471;0.5940350877192982;0.858322078969687;2647;1618;0.6206330597889801;0.8671452596599994;1753;341;0.8371537726838586;0.9576313467997785;679;1512;0.30990415335463256;0.8622978430952617;118387;899041;0.11635909371473951;0.7647224316039242;56404;354718;0.13719528509785417;0.8434024641182616;41770;121620;0.2556460003672195;0.9248357088359346;20213;422703;0.045636192867270546;0.842890769717067;192955;7772;0.9612807444937652;0.9942325780469314;267348;289195;0.4803725857660594;0.862413302826482;0:46:05.329073
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7_kb_heuristics:True;0;3152;1107;0.7400798309462315;0.915857233079989;1615;568;0.7398076042143839;0.9408359697819445;1292;197;0.867696440564137;0.9680588391128644;245;342;0.41737649063032367;0.9539165489642185;101200;309283;0.2465388335205112;0.8768284146303724;44355;138482;0.2425931293994104;0.9303325999417927;49642;80858;0.3803984674329502;0.9530001995403815;7203;89943;0.07414613056636403;0.9442093075963708;129338;7947;0.9421131223367447;0.9967597484381447;168884;127902;0.5690430141583498;0.9301771127271743;0:44:38.724337
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7_match_one:True_kb_heuristics:True;0;3120;1089;0.7412687099073414;0.9153033058435777;1601;546;0.7456916627852818;0.9407481133116729;1277;195;0.8675271739130435;0.9691518158944004;242;348;0.4101694915254237;0.9538071391884949;98902;302473;0.2464079725942074;0.8774781221985948;43767;134649;0.24530871670702178;0.9295398542608221;47846;78293;0.3793117116831432;0.955125977371594;7289;89531;0.07528403222474696;0.9451784699516562;126574;7805;0.9419180080220868;0.9968857443346154;166387;126461;0.5681684696497842;0.9305336192652466;0:45:21.139058
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.5;0;8014;6868;0.5385028893965865;0.7949998031237122;3055;2521;0.547883787661406;0.802765006879341;3563;1165;0.753595600676819;0.8986492263872823;1396;3182;0.30493665356050675;0.771045402258698;237800;2146981;0.09971565523207372;0.6528018022163999;78836;675600;0.1044966040857011;0.7700100952343955;117060;548510;0.17587932148384092;0.8051904090735755;41904;922871;0.04343396128631028;0.7341353456311713;308776;13127;0.9592206347874981;0.9918137037891253;439110;478343;0.47861852323770265;0.7977413419099756;0:45:45.893739
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.5_kb_heuristics:True;0;5450;3062;0.6402725563909775;0.864037549033506;1938;1240;0.6098174952800504;0.8834858672786673;2841;750;0.7911445279866333;0.9235389507879035;671;1072;0.38496844520940904;0.8829097235744482;169044;969289;0.14850136120098426;0.7779127189857994;51294;323370;0.13690666837486387;0.8630882314568988;96398;349696;0.2160934690894744;0.8618195488169778;21352;296223;0.0672345115327088;0.86168339357447;209458;10214;0.9535034050766598;0.9945868918024786;284637;266754;0.5162162603306909;0.8723954160363693;0:44:33.914875
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.5_match_one:True_kb_heuristics:True;0;4437;2208;0.6677200902934537;0.8752424595604165;1814;1016;0.6409893992932862;0.9010448108513286;2124;471;0.8184971098265896;0.9418135931551499;499;721;0.40901639344262297;0.9101688879231252;139416;669151;0.17242355921030664;0.8050366535676698;48951;263603;0.1566161367315728;0.8836105921811622;74775;214533;0.2584615703679124;0.900489741376891;15690;191015;0.07590527563435814;0.8956814908424722;181676;9452;0.9505462307982085;0.9948737409002417;242495;212877;0.5325206644238117;0.8888793968995835;0:43:48.223680
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.6;0;6379;5135;0.5540211915928435;0.8190262559280699;2859;2016;0.5864615384615385;0.8383284235217111;2534;717;0.7794524761611812;0.9247741431052101;986;2402;0.2910271546635183;0.804357379205943;189021;1563677;0.10784573269325348;0.6979939170051098;74533;532558;0.12277072135808305;0.8094390242967611;85818;322703;0.21006998416238087;0.8648307900125147;28670;708416;0.038896411002243975;0.7767579540559613;270489;12133;0.9570698671724069;0.9927728345634161;383257;410159;0.4830467245429888;0.8241470511741393;0:45:59.029626
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.6_kb_heuristics:True;0;4144;1971;0.6776778413736713;0.8864093819643489;1752;825;0.6798603026775321;0.917139316628833;1969;442;0.8166735794276234;0.9446544008062571;423;704;0.37533274179236914;0.9128870717324106;129109;590200;0.17949031640087917;0.819943778956067;47146;207133;0.1854105136483941;0.9011055027353498;69716;192164;0.2662135329158393;0.9083596949675071;12247;190903;0.06028550332266798;0.8976284560881859;172966;9447;0.9482109279492141;0.995438936403088;229551;203200;0.5304459146252695;0.8965158655175492;0:43:34.966404
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.8;0;4648;3080;0.6014492753623188;0.8657478959807409;2576;1557;0.623276070650859;0.8726993689771511;1442;286;0.8344907407407407;0.9625093789145387;630;1237;0.337439742903053;0.8827751915813252;140453;860172;0.14036527170518426;0.7874015406288417;68693;399246;0.14679904859394066;0.8513184994622692;53130;110549;0.3245987573237862;0.9367863619660853;18630;350377;0.05048684713298122;0.865951981398122;189949;4055;0.9790983691057916;0.994957750170498;260863;257107;0.50362569260768;0.8762076432555722;0:46:48.842796
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.8_kb_heuristics:True;0;2756;924;0.7489130434782608;0.9228143473111808;1532;514;0.7487781036168133;0.9449301686667716;1022;162;0.8631756756756757;0.9728765427917974;202;248;0.4488888888888889;0.9644572235673929;89206;241344;0.2698714264105279;0.8913600778534153;42649;123463;0.2567484588711231;0.9345604415387547;40642;53867;0.43003311853897513;0.9614986538599056;5915;64014;0.08458579416265069;0.9569289883891685;112107;1978;0.9826620502257088;0.9971452995113597;147465;102102;0.5908834100662347;0.9389481916583567;0:42:48.506584
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.9;0;4621;2959;0.6096306068601584;0.8730137080665213;2594;1535;0.6282392831193994;0.8754806587672505;1412;278;0.8355029585798817;0.9641200524013029;615;1146;0.3492333901192504;0.8930950916694207;139347;830422;0.14369092020883323;0.8011249003319819;68881;396649;0.14796253732305115;0.8548186899978707;52368;108587;0.3253580193221708;0.939838176881786;18098;325186;0.052720196688456206;0.8776385277698256;181254;3405;0.98156060630676;0.9956193127743392;249847;242412;0.5075519188069695;0.8843187140822227;0:47:31.137157
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.9_kb_heuristics:True;0;2708;870;0.7568474007825601;0.9257008121097039;1555;540;0.7422434367541766;0.9442030758051443;972;146;0.8694096601073346;0.9751154497182036;181;184;0.4958904109589041;0.9715958770513855;87745;220931;0.28426246290608925;0.896447491325971;42832;127881;0.25090063439808336;0.9342166862444812;39498;48352;0.44960728514513376;0.9641148730645641;5415;44698;0.10805579390577295;0.9652962205610935;108125;1485;0.9864519660614908;0.9976159321013388;141712;94248;0.6005763688760807;0.9420758377817257;0:42:23.739576
