config;replication;tp;fp;micro prec;macro prec;tp (xor);fp (xor);micro prec (xor);macro prec (xor);tp (order);fp (order);micro prec (order);macro prec (order);tp (co-occ);fp (co-occ);micro prec (co-occ);macro prec (co-occ);tp (abs);fp (abs);micro prec (abs);macro prec (abs);tp (abs xor);fp (abs xor);micro prec (abs xor);macro prec (abs xor);tp (abs order);fp (abs order);micro prec (abs order);macro prec (abs order);tp (abs co-occ);fp (abs co-occ);micro prec (abs co-occ);macro prec (abs co-occ);tp (variant);fp (variant);micro prec (variant);macro prec (variant);tp (traces);fp (traces);micro prec (traces);macro prec (traces);runtime (h:mm:ss.ms)
sim_mode:SimMode.SYNONYM_filter_heuristics_rank:True;0;4068;3356;0.5479525862068966;0.8499590907145914;708;431;0.6215978928884986;0.9482910725495475;2405;618;0.7955673172345352;0.9311279499177356;955;2307;0.29276517473942365;0.8133701721311289;125307;1058019;0.10589389568048027;0.7469160346880445;19892;102490;0.1625402428461702;0.9414562630781216;75694;303603;0.19956393011281398;0.874870989208618;29721;651926;0.04360174694526639;0.7877132825588068;220657;11360;0.9510380704862144;0.9933610762638483;298508;318206;0.48402987446368984;0.855178474684538;7:05:58.738398
