config;replication;tp;fp;micro prec;macro prec;tp (xor);fp (xor);micro prec (xor);macro prec (xor);tp (order);fp (order);micro prec (order);macro prec (order);tp (co-occ);fp (co-occ);micro prec (co-occ);macro prec (co-occ);tp (abs);fp (abs);micro prec (abs);macro prec (abs);tp (abs xor);fp (abs xor);micro prec (abs xor);macro prec (abs xor);tp (abs order);fp (abs order);micro prec (abs order);macro prec (abs order);tp (abs co-occ);fp (abs co-occ);micro prec (abs co-occ);macro prec (abs co-occ);tp (variant);fp (variant);micro prec (variant);macro prec (variant);tp (traces);fp (traces);micro prec (traces);macro prec (traces);runtime (h:mm:ss.ms)
sim_mode:SimMode.EQUAL_filter_heuristics_cscore:True;0;3266;1542;0.6792845257903494;0.9025166708712437;1871;833;0.6919378698224852;0.9263591516769488;1116;176;0.8637770897832817;0.9701584167950691;279;533;0.3435960591133005;0.9371486106724686;101872;396836;0.20427183843050442;0.8609796234399039;50288;191373;0.20809315528777916;0.9129917516073826;42765;55797;0.4338893285444695;0.9575666268293166;8819;149666;0.05564564469823643;0.9289805073499824;137344;2312;0.9834450363750931;0.996831539176905;180280;142341;0.5587980943583958;0.9215676647247893;0:50:00.859415
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7_filter_heuristics_cscore:True;0;5088;4031;0.5579559162188836;0.7935066339002868;3278;3089;0.514842154861002;0.7897722651822351;1393;255;0.8452669902912622;0.9640680101765596;417;687;0.37771739130434784;0.9159898775894537;151853;1170012;0.11487784304751242;0.7164523014916133;83969;864611;0.0885207362584073;0.7525456225365355;55291;113923;0.3267519235997022;0.9427769878193686;12593;191478;0.061708915034473295;0.9033409516009072;234942;11069;0.9550060769640382;0.9933285316525363;329247;329184;0.5000478410038409;0.838612620128061;1:29:13.521877
