config;replication;tp;fp;micro prec;macro prec;tp (xor);fp (xor);micro prec (xor);macro prec (xor);tp (order);fp (order);micro prec (order);macro prec (order);tp (co-occ);fp (co-occ);micro prec (co-occ);macro prec (co-occ);tp (abs);fp (abs);micro prec (abs);macro prec (abs);tp (abs xor);fp (abs xor);micro prec (abs xor);macro prec (abs xor);tp (abs order);fp (abs order);micro prec (abs order);macro prec (abs order);tp (abs co-occ);fp (abs co-occ);micro prec (abs co-occ);macro prec (abs co-occ);tp (variant);fp (variant);micro prec (variant);macro prec (variant);tp (traces);fp (traces);micro prec (traces);macro prec (traces);runtime (h:mm:ss.ms)
sim_mode:SimMode.SYNONYMlimit_bos:True;0;6804;5319;0.5612472160356348;0.8164893305092029;2859;2044;0.5831123801754028;0.8394285555769241;2812;746;0.7903316469926925;0.9228880776901562;1133;2529;0.309393773894047;0.7979062470530779;203009;1612690;0.11180762890765485;0.6872445233292528;75605;536653;0.12348552407645143;0.8098349661605199;92690;348034;0.21031303037728827;0.8573166827107725;34714;728003;0.04551360465283978;0.7663069061618206;276597;12724;0.956021166800889;0.9922970202927323;381479;412647;0.48037591012005654;0.8168342050108436;3:49:02.895088
sim_mode:SimMode.SYNONYM_split_loops:Truelimit_bos:True;0;6768;5303;0.5606826277856019;0.8169697967509281;2842;2048;0.5811860940695297;0.839177464855118;2799;741;0.7906779661016949;0.9226383276395022;1127;2514;0.3095303488052733;0.7976862232389947;156898;1474133;0.09619559652759513;0.6822238959538586;60368;451640;0.11790440774362901;0.8089397679441797;61913;299863;0.17113628322497898;0.8533489629212908;34617;722630;0.04571427816815385;0.7653757067198143;259704;10298;0.961859541781172;0.9921080271188477;360183;407115;0.4694173580538461;0.8143217130565147;3:57:38.016725
sim_mode:SimMode.SYNONYM_kb_heuristics:Truelimit_bos:True;0;4634;2231;0.6750182083029862;0.8839024682431914;1854;933;0.6652314316469322;0.9095655891549461;2255;475;0.826007326007326;0.9429646938657393;525;823;0.38946587537091987;0.9095742534301854;144258;663506;0.1785892909315097;0.8130063633200348;50813;232353;0.17944597868388154;0.8928277933317884;76688;209499;0.26796465248246776;0.9012262005564612;16757;221654;0.07028618645951738;0.8920923830273269;181791;9975;0.9479834798660868;0.9949686413820403;240923;211539;0.5324712351534493;0.8918806018559997;2:56:50.885527
sim_mode:SimMode.SYNONYM_match_one:Truelimit_bos:True;0;6165;4631;0.571044831419044;0.8285230682319805;2818;1965;0.5891699770018817;0.8446024424220305;2316;518;0.8172194777699365;0.941173679968376;1031;2148;0.3243158225857188;0.8261940391584626;185488;1363781;0.11972614181268715;0.7133618275498698;74679;518333;0.125931684350401;0.8171626337001633;79452;225167;0.2608241770867871;0.8941971333181276;31357;620281;0.04812027536761208;0.8002881585050837;250849;6270;0.9756144042252809;0.9930147958072933;346163;364237;0.48727899774774774;0.8329270712754456;1:39:49.690007
sim_mode:SimMode.SYNONYM_match_one:True_kb_heuristics:Truelimit_bos:True;0;4034;1756;0.6967184801381693;0.8927343178816591;1825;874;0.6761763616154132;0.9160709608733746;1808;326;0.8472352389878163;0.9537744140471891;401;556;0.41901776384535006;0.9289871704331449;127356;504571;0.20153593690410443;0.8323629658192477;49583;214664;0.18763883790544453;0.8997897541229771;64811;137404;0.32050540266547983;0.9253428230432007;12962;152503;0.07833680838848095;0.9174491186814584;159764;3587;0.978041150651052;0.9955476938194107;213258;178208;0.5447676171110646;0.9035663883610415;1:16:42.561533
