config;replication;tp;fp;micro prec;macro prec;tp (xor);fp (xor);micro prec (xor);macro prec (xor);tp (order);fp (order);micro prec (order);macro prec (order);tp (co-occ);fp (co-occ);micro prec (co-occ);macro prec (co-occ);tp (abs);fp (abs);micro prec (abs);macro prec (abs);tp (abs xor);fp (abs xor);micro prec (abs xor);macro prec (abs xor);tp (abs order);fp (abs order);micro prec (abs order);macro prec (abs order);tp (abs co-occ);fp (abs co-occ);micro prec (abs co-occ);macro prec (abs co-occ);tp (variant);fp (variant);micro prec (variant);macro prec (variant);tp (traces);fp (traces);micro prec (traces);macro prec (traces);runtime (h:mm:ss.ms)
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7limit_bos:True;0;5087;3435;0.5969256043182352;0.8573447935472017;2671;1624;0.6218859138533178;0.8664157860353575;1758;338;0.8387404580152672;0.9572616168749642;658;1473;0.30877522290004694;0.8655435582309836;152780;977983;0.13511230912224753;0.7687093929757177;69930;419401;0.14290940079414546;0.8432401982683537;63180;147255;0.30023522702972416;0.9256659202725489;19670;411327;0.045638368712543245;0.8465758441627623;209082;10192;0.9535193410983518;0.9943689577021025;286501;292243;0.4950392574264269;0.8647363993880172;1:06:36.788788
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7_split_loops:Truelimit_bos:True;0;5037;3414;0.5960241391551295;0.8575815336321008;2657;1598;0.6244418331374854;0.8675105537474167;1741;336;0.8382282137698603;0.9568468127525329;639;1480;0.3015573383671543;0.8622961050053212;117454;881222;0.11760971526300822;0.7650713828591846;56643;347979;0.13998991651467296;0.8438127095324011;41551;120248;0.2568062843404471;0.924868634110235;19260;412995;0.0445570323073186;0.8438760669108929;192094;7747;0.9612341811740334;0.9941565521916738;265994;288338;0.47984601285872003;0.8623247666008903;1:09:10.068298
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7_kb_heuristics:Truelimit_bos:True;0;3217;1154;0.7359871882864333;0.9166943275034708;1679;644;0.7227722772277227;0.9338273112637515;1301;188;0.8737407656145064;0.9713482054599327;237;322;0.42397137745974955;0.9569552338355304;103071;320316;0.24344394135861516;0.8774759062558394;46382;158005;0.22693224128736172;0.9216864789322451;49798;77762;0.3903888366259015;0.9560046463074156;6891;84549;0.07536089238845145;0.9477553905657817;127880;7928;0.9416234684260132;0.9967358527177382;167318;126425;0.5696067650973811;0.9302233878217958;0:59:12.909983
sim_mode:SimMode.SEMANTIC_SIM_sim_thres:0.7_match_one:True_kb_heuristics:Truelimit_bos:True;0;3227;1153;0.7367579908675799;0.9155691349535545;1652;623;0.7261538461538461;0.9359499226102541;1327;188;0.8759075907590759;0.9706051501072689;248;342;0.42033898305084744;0.9546963276836161;102903;317861;0.24456227243775608;0.8758006876811678;45293;154457;0.22674843554443053;0.9247751133480552;50099;76087;0.3970250265481115;0.9558717409034028;7511;87317;0.07920656346226852;0.946006412474889;130054;7885;0.9428370511602955;0.9968113283183481;169961;128841;0.5688081070407829;0.9291974216755629;0:57:06.607552
